outcome,action,TPR,FPR,ANS,eventTime
"red",WAIT,15,91,0.4,1828.978
"red",WAIT,15,91,0.4,1846.978
"red",WAIT,15,91,0.4,1882.978
"red",WAIT,15,91,0.4,1902.058
"red",WAIT,15,91,0.4,1969.978
"blue",WAIT,15,91,0.4,2000.978
"red",WAIT,15,91,0.4,2032.978
"red",WAIT,15,91,0.4,2049.991
"red",WAIT,15,91,0.4,2082.978
"red",WAIT,15,91,0.4,2100.978
"red",WAIT,15,91,0.4,2117.228
"red",WAIT,15,91,0.4,2132.978
"red",WAIT,15,91,0.4,2179.978
"blue",WAIT,15,91,0.4,2230.978
"red",WAIT,15,91,0.4,2248.019
"red",WAIT,15,91,0.4,2276.978
"red",WAIT,15,91,0.4,2308.061
"red",WAIT,15,91,0.4,2344.978
"red",WAIT,15,91,0.4,2359.978
"red",WAIT,15,91,0.4,2377.07
"red",WAIT,15,91,0.4,2430.053
"red",WAIT,15,91,0.4,2445.131
"red",WAIT,15,91,0.4,2461.978
"red",WAIT,15,91,0.4,82.115
"red",WAIT,15,91,0.4,91.057
"red",WAIT,15,91,0.4,104.978
"blue",SWITCH,15,91,0.4,113.552
"red",WAIT,15,91,0.4,121.978
"red",WAIT,15,91,0.4,140.988
"blue",WAIT,15,91,0.4,187.214
"red",WAIT,15,91,0.4,267.978
"red",WAIT,15,91,0.4,286.016
"red",WAIT,15,91,0.4,340.05
"red",WAIT,15,91,0.4,352.02
"red",WAIT,15,91,0.4,405.978
"red",WAIT,15,91,0.4,439.395
"red",WAIT,15,91,0.4,456.978
"red",WAIT,15,91,0.4,473.978
"red",WAIT,15,91,0.4,509.069
"blue",WAIT,15,91,0.4,528.141
"blue",WAIT,15,91,0.4,544.988
"red",WAIT,15,91,0.4,560.978
"red",WAIT,15,91,0.4,612.011
"red",WAIT,15,91,0.4,628.428
"red",WAIT,15,91,0.4,642.978
"red",WAIT,15,91,0.4,660.067
"red",WAIT,15,91,0.4,687.978
"red",WAIT,15,91,0.4,723.978
"red",WAIT,15,91,0.4,758.978
"blue",WAIT,15,91,0.4,775.057
"red",WAIT,15,91,0.4,808.189
"red",WAIT,15,91,0.4,889.143
"red",WAIT,15,91,0.4,902.978
"red",WAIT,15,91,0.4,932.978
"red",WAIT,15,91,0.4,949.978
"red",WAIT,15,91,0.4,981.978
"red",WAIT,15,91,0.4,999.012
"red",WAIT,15,91,0.4,1033.117
"red",WAIT,15,91,0.4,1067.0
"red",WAIT,15,91,0.4,1098.08
"blue",WAIT,15,91,0.4,1117.032
"blue",WAIT,15,91,0.4,1149.154
"red",WAIT,15,91,0.4,1161.978
"red",WAIT,15,91,0.4,1209.978
"blue",SWITCH,15,91,0.4,1261.973
"red",WAIT,15,91,0.4,1298.263
"red",WAIT,15,91,0.4,1346.978
"red",WAIT,15,91,0.4,1393.013
"red",WAIT,15,91,0.4,1442.993
"red",WAIT,15,91,0.4,1458.023
"blue",WAIT,15,91,0.4,1506.037
"red",WAIT,15,91,0.4,1520.035
"red",WAIT,15,91,0.4,1537.005
"red",WAIT,15,91,0.4,1568.978
"blue",WAIT,15,91,0.4,1581.978
"red",WAIT,15,91,0.4,1630.978
"red",WAIT,15,91,0.4,1646.04
"red",WAIT,15,91,0.4,1665.978
"red",WAIT,15,91,0.4,1682.253
"red",WAIT,15,91,0.4,1711.987
"red",WAIT,15,91,0.4,1727.002
"red",WAIT,15,91,0.4,1743.978
"red",WAIT,15,91,0.4,1759.012
"red",WAIT,15,91,0.4,1774.107
"red",WAIT,15,91,0.4,1789.982
"blue",WAIT,15,91,0.4,1806.978
"red",WAIT,15,91,0.4,1891.009
"red",WAIT,15,91,0.4,1905.978
"blue",WAIT,15,91,0.4,1920.165
"red",WAIT,15,91,0.4,1992.016
"red",WAIT,15,91,0.4,2008.978
"red",WAIT,15,91,0.4,2026.016
"red",WAIT,15,91,0.4,2044.016
"red",WAIT,15,91,0.4,2097.978
"red",WAIT,15,91,0.4,2130.978
"red",WAIT,15,91,0.4,2148.035
"red",WAIT,15,91,0.4,2181.112
"red",WAIT,15,91,0.4,2212.978
"blue",WAIT,15,91,0.4,2260.986
"red",WAIT,15,91,0.4,2295.013
"red",WAIT,15,91,0.4,2328.978
"blue",WAIT,15,91,0.4,2376.978
"blue",WAIT,15,91,0.4,2390.978
"red",WAIT,15,91,0.4,2410.996
"red",WAIT,15,91,0.4,2429.107
"blue",WAIT,15,91,0.4,2443.14
"red",WAIT,15,91,0.4,57.615
"red",WAIT,15,91,0.4,77.335
"blue",WAIT,15,91,0.4,125.021
"red",WAIT,15,91,0.4,151.081
"red",WAIT,15,91,0.4,165.063
"blue",SWITCH,15,91,0.4,198.169
"red",WAIT,15,91,0.4,250.598
"red",WAIT,15,91,0.4,286.235
"red",WAIT,15,91,0.4,350.978
"red",WAIT,15,91,0.4,383.056
"red",WAIT,15,91,0.4,400.978
"red",WAIT,15,91,0.4,434.978
"red",WAIT,15,91,0.4,449.978
"red",WAIT,15,91,0.4,466.978
"red",WAIT,15,91,0.4,504.011
"red",WAIT,15,91,0.4,517.984
"red",WAIT,15,91,0.4,537.251
"blue",WAIT,15,91,0.4,569.986
"red",WAIT,15,91,0.4,606.978
"red",WAIT,15,91,0.4,621.978
"red",WAIT,15,91,0.4,639.978
"red",WAIT,15,91,0.4,687.242
"red",WAIT,15,91,0.4,751.989
"red",WAIT,15,91,0.4,770.02
"red",WAIT,15,91,0.4,788.978
"red",WAIT,15,91,0.4,807.978
"red",WAIT,15,91,0.4,826.978
"red",WAIT,15,91,0.4,856.985
"red",WAIT,15,91,0.4,872.055
"blue",WAIT,15,91,0.4,888.083
"red",WAIT,15,91,0.4,935.301
"red",WAIT,15,91,0.4,963.021
"red",WAIT,15,91,0.4,994.127
"red",WAIT,15,91,0.4,1011.978
"red",WAIT,15,91,0.4,1029.12
"red",WAIT,15,91,0.4,1080.263
"red",WAIT,15,91,0.4,1093.978
"red",WAIT,15,91,0.4,1112.041
"red",WAIT,15,91,0.4,1127.011
"red",WAIT,15,91,0.4,1144.984
"red",WAIT,15,91,0.4,1178.978
"blue",WAIT,15,91,0.4,1212.978
"red",WAIT,15,91,0.4,1230.978
"red",WAIT,15,91,0.4,1278.978
"red",WAIT,15,91,0.4,1298.126
"blue",WAIT,15,91,0.4,1312.993
"blue",WAIT,15,91,0.4,1332.255
"red",WAIT,15,91,0.4,1346.978
"red",WAIT,15,91,0.4,1366.003
"red",WAIT,15,91,0.4,1383.978
"red",WAIT,15,91,0.4,1434.978
"red",WAIT,15,91,0.4,1471.67
"red",WAIT,15,91,0.4,1503.225
"red",WAIT,15,91,0.4,1517.978
"red",WAIT,15,91,0.4,1549.088
"red",WAIT,15,91,0.4,1565.978
"red",WAIT,15,91,0.4,1648.978
"red",WAIT,15,91,0.4,1667.218
"red",WAIT,15,91,0.4,1680.173
"red",WAIT,15,91,0.4,1696.124
"red",WAIT,15,91,0.4,1709.013
"red",WAIT,15,91,0.4,1727.168
"red",WAIT,15,91,0.4,1790.978
"red",WAIT,15,91,0.4,1808.978
"red",WAIT,15,91,0.4,1824.014
"red",WAIT,15,91,0.4,1839.009
"red",WAIT,15,91,0.4,1872.203
"red",WAIT,15,91,0.4,1889.349
"red",WAIT,15,91,0.4,1906.978
"red",WAIT,15,91,0.4,1921.162
"blue",WAIT,15,91,0.4,1953.217
"red",WAIT,15,91,0.4,1968.125
"blue",WAIT,15,91,0.4,2003.054
"red",WAIT,15,91,0.4,2058.287
"red",WAIT,15,91,0.4,2108.364
"red",WAIT,15,91,0.4,2123.038
"red",WAIT,15,91,0.4,2172.978
"red",WAIT,15,91,0.4,2188.028
"red",WAIT,15,91,0.4,2206.216
"red",WAIT,15,91,0.4,2237.006
"red",WAIT,15,91,0.4,2269.135
"blue",WAIT,15,91,0.4,2286.077
"red",WAIT,15,91,0.4,2341.978
"red",WAIT,15,91,0.4,2359.204
"red",WAIT,15,91,0.4,2371.978
"blue",WAIT,15,91,0.4,2387.088
"blue",WAIT,15,91,0.4,2404.126
"red",WAIT,15,91,0.4,2437.15
"red",WAIT,15,91,0.4,2456.041
"red",WAIT,15,91,0.4,2473.064
"blue",SWITCH,15,91,0.4,6.652
"red",WAIT,15,91,0.4,10.272
"red",WAIT,15,91,0.4,25.978
"red",WAIT,15,91,0.4,42.978
"red",WAIT,15,91,0.4,93.292
"red",WAIT,15,91,0.4,134.092
"red",WAIT,15,91,0.4,167.052
"red",WAIT,15,91,0.4,183.978
"blue",WAIT,15,91,0.4,200.978
"red",WAIT,15,91,0.4,219.02
"red",WAIT,15,91,0.4,234.074
"red",WAIT,15,91,0.4,317.986
"red",WAIT,15,91,0.4,336.045
"red",WAIT,15,91,0.4,352.016
"red",WAIT,15,91,0.4,367.153
"red",WAIT,15,91,0.4,409.206
"red",WAIT,15,91,0.4,459.121
"red",WAIT,15,91,0.4,473.978
"red",WAIT,15,91,0.4,490.978
"red",WAIT,15,91,0.4,524.077
"red",WAIT,15,91,0.4,544.087
"red",WAIT,15,91,0.4,563.98
"red",WAIT,15,91,0.4,579.184
"red",WAIT,15,91,0.4,598.978
"blue",WAIT,15,91,0.4,628.978
"red",WAIT,15,91,0.4,658.366
"red",WAIT,15,91,0.4,677.978
"red",WAIT,15,91,0.4,782.452
"red",WAIT,15,91,0.4,799.101
"blue",WAIT,15,91,0.4,831.187
"red",WAIT,15,91,0.4,845.023
"red",WAIT,15,91,0.4,873.098
"red",WAIT,15,91,0.4,891.995
"red",WAIT,15,91,0.4,908.041
"blue",WAIT,15,91,0.4,923.978
"blue",WAIT,15,91,0.4,937.978
"red",WAIT,15,91,0.4,990.115
"red",WAIT,15,91,0.4,1005.978
"red",WAIT,15,91,0.4,1055.978
"red",WAIT,15,91,0.4,1072.196
"red",WAIT,15,91,0.4,1104.037
"red",WAIT,15,91,0.4,1119.998
"red",WAIT,15,91,0.4,1158.141
"red",WAIT,15,91,0.4,1174.126
"red",WAIT,15,91,0.4,1186.978
"red",WAIT,15,91,0.4,1201.021
"red",WAIT,15,91,0.4,1261.028
"red",WAIT,15,91,0.4,1281.047
"red",WAIT,15,91,0.4,1299.978
"red",WAIT,15,91,0.4,1318.024
"red",WAIT,15,91,0.4,1352.981
"red",WAIT,15,91,0.4,1388.059
"blue",WAIT,15,91,0.4,1429.978
"red",WAIT,15,91,0.4,1499.978
"red",WAIT,15,91,0.4,1532.978
"red",WAIT,15,91,0.4,1601.082
"red",WAIT,15,91,0.4,1633.978
"red",WAIT,15,91,0.4,1652.053
"red",WAIT,15,91,0.4,1670.042
"red",WAIT,15,91,0.4,1704.978
"red",WAIT,15,91,0.4,1737.978
"red",WAIT,15,91,0.4,1772.978
"red",WAIT,15,91,0.4,1840.978
"red",WAIT,15,91,0.4,1860.989
"red",WAIT,15,91,0.4,1902.125
"red",WAIT,15,91,0.4,1915.978
"red",WAIT,15,91,0.4,1928.978
"red",WAIT,15,91,0.4,1946.978
"red",WAIT,15,91,0.4,2026.34
"blue",WAIT,15,91,0.4,2041.052
"red",WAIT,15,91,0.4,2060.122
"red",WAIT,15,91,0.4,2076.078
"blue",WAIT,15,91,0.4,2091.978
"red",WAIT,15,91,0.4,2108.003
"red",WAIT,15,91,0.4,2122.978
"red",WAIT,15,91,0.4,2138.978
"red",WAIT,15,91,0.4,2204.31
"red",WAIT,15,91,0.4,2254.067
"red",WAIT,15,91,0.4,2272.994
"red",WAIT,15,91,0.4,2304.978
"red",WAIT,15,91,0.4,2320.978
"red",WAIT,15,91,0.4,2334.978
"red",WAIT,15,91,0.4,2347.978
"blue",WAIT,15,91,0.4,2361.978
"red",WAIT,15,91,0.4,2381.978
"red",WAIT,15,91,0.4,2446.023
"red",WAIT,15,91,0.4,60.434
"red",WAIT,15,91,0.4,103.327
"red",WAIT,15,91,0.4,206.762
"red",WAIT,15,91,0.4,219.175
"red",WAIT,15,91,0.4,236.006
"red",WAIT,15,91,0.4,320.178
"red",WAIT,15,91,0.4,335.107
"red",WAIT,15,91,0.4,384.047
"blue",WAIT,15,91,0.4,418.978
"red",WAIT,15,91,0.4,468.205
"blue",WAIT,15,91,0.4,498.161
"red",WAIT,15,91,0.4,531.994
"blue",WAIT,15,91,0.4,567.419
"blue",WAIT,15,91,0.4,584.978
"blue",WAIT,15,91,0.4,614.208
"red",WAIT,15,91,0.4,645.978
"red",WAIT,15,91,0.4,682.072
"red",WAIT,15,91,0.4,747.178
"red",WAIT,15,91,0.4,760.978
"red",WAIT,15,91,0.4,791.046
"red",WAIT,15,91,0.4,808.104
"red",WAIT,15,91,0.4,822.984
"red",WAIT,15,91,0.4,854.985
"red",WAIT,15,91,0.4,872.013
"red",WAIT,15,91,0.4,887.016
"red",WAIT,15,91,0.4,904.129
"red",WAIT,15,91,0.4,920.001
"red",WAIT,15,91,0.4,934.978
"red",WAIT,15,91,0.4,962.978
"blue",WAIT,15,91,0.4,978.978
"red",WAIT,15,91,0.4,1012.978
"red",WAIT,15,91,0.4,1050.291
"red",WAIT,15,91,0.4,1080.114
"red",WAIT,15,91,0.4,1093.422
"red",WAIT,15,91,0.4,1123.978
"blue",WAIT,15,91,0.4,1143.149
"red",WAIT,15,91,0.4,1156.044
"red",WAIT,15,91,0.4,1174.115
"red",WAIT,15,91,0.4,1193.169
"red",WAIT,15,91,0.4,1222.345
"red",WAIT,15,91,0.4,1240.052
"blue",WAIT,15,91,0.4,1276.978
"red",WAIT,15,91,0.4,1294.411
"red",WAIT,15,91,0.4,1345.162
"blue",WAIT,15,91,0.4,1362.978
"red",WAIT,15,91,0.4,1400.103
"blue",WAIT,15,91,0.4,1435.008
"red",WAIT,15,91,0.4,1469.132
"red",WAIT,15,91,0.4,1482.978
"red",WAIT,15,91,0.4,1497.27
"red",WAIT,15,91,0.4,1534.001
"red",WAIT,15,91,0.4,1552.198
"red",WAIT,15,91,0.4,1567.983
"red",WAIT,15,91,0.4,1585.016
"blue",SWITCH,15,91,0.4,1598.778
"red",WAIT,15,91,0.4,1604.993
"blue",WAIT,15,91,0.4,1651.04
"blue",WAIT,15,91,0.4,1686.978
"red",WAIT,15,91,0.4,1707.151
"red",WAIT,15,91,0.4,1769.978
"red",WAIT,15,91,0.4,1800.978
"red",WAIT,15,91,0.4,1846.978
"red",WAIT,15,91,0.4,1881.978
"blue",WAIT,15,91,0.4,1931.127
"red",WAIT,15,91,0.4,1967.022
"red",WAIT,15,91,0.4,2026.017
"red",WAIT,15,91,0.4,2039.08
"blue",WAIT,15,91,0.4,2054.155
"red",WAIT,15,91,0.4,2086.978
"blue",WAIT,15,91,0.4,2103.167
"red",WAIT,15,91,0.4,2152.162
"red",WAIT,15,91,0.4,2170.978
"red",WAIT,15,91,0.4,2200.997
"red",WAIT,15,91,0.4,2219.018
"red",WAIT,15,91,0.4,2252.433
"blue",WAIT,15,91,0.4,2266.028
"red",WAIT,15,91,0.4,2300.374
"blue",WAIT,15,91,0.4,2319.978
"blue",WAIT,15,91,0.4,2351.992
"blue",WAIT,15,91,0.4,2367.101
"red",WAIT,15,91,0.4,2380.396
"red",WAIT,15,91,0.4,2394.482
"blue",WAIT,15,91,0.4,2411.215
"red",WAIT,15,91,0.4,2443.009
"red",WAIT,15,91,0.4,139.904
"blue",WAIT,15,91,0.4,301.878
"red",WAIT,15,91,0.4,308.128
"blue",WAIT,15,91,0.4,358.043
"red",WAIT,15,91,0.4,368.328
"red",WAIT,15,91,0.4,386.125
"red",WAIT,15,91,0.4,402.008
"red",WAIT,15,91,0.4,415.978
"blue",SWITCH,15,91,0.4,426.389
"red",WAIT,15,91,0.4,447.153
"red",WAIT,15,91,0.4,463.842
"red",WAIT,15,91,0.4,481.111
"red",WAIT,15,91,0.4,514.192
"red",WAIT,15,91,0.4,528.978
"red",WAIT,15,91,0.4,578.102
"red",WAIT,15,91,0.4,659.08
"blue",WAIT,15,91,0.4,674.978
"red",WAIT,15,91,0.4,691.978
"red",WAIT,15,91,0.4,705.002
"red",WAIT,15,91,0.4,754.978
"red",WAIT,15,91,0.4,768.711
"red",WAIT,15,91,0.4,785.2
"red",WAIT,15,91,0.4,817.308
"red",WAIT,15,91,0.4,884.073
"red",WAIT,15,91,0.4,934.145
"red",WAIT,15,91,0.4,953.018
"red",WAIT,15,91,0.4,971.517
"red",WAIT,15,91,0.4,1008.978
"red",WAIT,15,91,0.4,1027.012
"blue",WAIT,15,91,0.4,1041.14
"red",WAIT,15,91,0.4,1059.098
"red",WAIT,15,91,0.4,1090.0
"red",WAIT,15,91,0.4,1141.978
"red",WAIT,15,91,0.4,1177.058
"red",WAIT,15,91,0.4,1207.465
"red",WAIT,15,91,0.4,1223.978
"red",WAIT,15,91,0.4,1239.978
"red",WAIT,15,91,0.4,1257.978
"red",WAIT,15,91,0.4,1308.505
"red",WAIT,15,91,0.4,1322.17
"red",WAIT,15,91,0.4,1336.196
"red",WAIT,15,91,0.4,1372.987
"red",WAIT,15,91,0.4,1391.978
"red",WAIT,15,91,0.4,1408.221
"red",WAIT,15,91,0.4,1444.131
"blue",WAIT,15,91,0.4,1556.978
"red",WAIT,15,91,0.4,1616.978
"red",WAIT,15,91,0.4,1633.978
"blue",WAIT,15,91,0.4,1670.877
"red",WAIT,15,91,0.4,1704.262
"red",WAIT,15,91,0.4,1796.399
"red",WAIT,15,91,0.4,1846.114
"red",WAIT,15,91,0.4,1859.068
"red",WAIT,15,91,0.4,1874.297
"red",WAIT,15,91,0.4,1891.978
"red",WAIT,15,91,0.4,1907.978
"blue",WAIT,15,91,0.4,1973.993
"red",WAIT,15,91,0.4,1988.358
"red",WAIT,15,91,0.4,2022.161
"red",WAIT,15,91,0.4,2036.142
"red",WAIT,15,91,0.4,2052.978
"red",WAIT,15,91,0.4,2072.004
"red",WAIT,15,91,0.4,2088.978
"red",WAIT,15,91,0.4,2121.978
"red",WAIT,15,91,0.4,2138.978
"red",WAIT,15,91,0.4,2168.077
"red",WAIT,15,91,0.4,2222.978
"red",WAIT,15,91,0.4,2272.119
"red",WAIT,15,91,0.4,2288.978
"red",WAIT,15,91,0.4,2307.002
"red",WAIT,15,91,0.4,2377.091
"blue",WAIT,15,91,0.4,2409.283
"red",WAIT,15,91,0.4,2442.978
"red",WAIT,15,91,0.4,26.028
"blue",WAIT,15,91,0.4,43.42
"red",WAIT,15,91,0.4,96.25
"red",WAIT,15,91,0.4,182.993
"red",WAIT,15,91,0.4,198.062
"red",WAIT,15,91,0.4,232.227
"blue",WAIT,15,91,0.4,267.978
"blue",WAIT,15,91,0.4,321.024
"blue",WAIT,15,91,0.4,338.02
"red",WAIT,15,91,0.4,351.0
"red",WAIT,15,91,0.4,367.125
"red",WAIT,15,91,0.4,382.026
"red",WAIT,15,91,0.4,397.978
"red",WAIT,15,91,0.4,412.304
"red",WAIT,15,91,0.4,428.045
"red",WAIT,15,91,0.4,443.978
"blue",WAIT,15,91,0.4,477.991
"red",WAIT,15,91,0.4,509.081
"red",WAIT,15,91,0.4,524.008
"red",WAIT,15,91,0.4,542.282
"red",WAIT,15,91,0.4,558.014
"red",WAIT,15,91,0.4,592.15
"red",WAIT,15,91,0.4,629.185
"red",WAIT,15,91,0.4,642.978
"blue",WAIT,15,91,0.4,679.29
"red",WAIT,15,91,0.4,728.978
"blue",WAIT,15,91,0.4,760.978
"red",WAIT,15,91,0.4,779.978
"red",WAIT,15,91,0.4,798.279
"red",WAIT,15,91,0.4,813.978
"red",WAIT,15,91,0.4,860.988
"red",WAIT,15,91,0.4,876.137
"red",WAIT,15,91,0.4,926.988
"blue",WAIT,15,91,0.4,944.132
"red",WAIT,15,91,0.4,979.985
"red",WAIT,15,91,0.4,1012.087
"red",WAIT,15,91,0.4,1060.15
"red",WAIT,15,91,0.4,1073.016
"red",WAIT,15,91,0.4,1089.269
"red",WAIT,15,91,0.4,1118.044
"blue",WAIT,15,91,0.4,1131.978
"red",WAIT,15,91,0.4,1180.982
"red",WAIT,15,91,0.4,1228.981
"red",WAIT,15,91,0.4,1257.978
"red",WAIT,15,91,0.4,1304.405
"red",WAIT,15,91,0.4,1324.175
"red",WAIT,15,91,0.4,1338.113
"red",WAIT,15,91,0.4,1354.978
"red",WAIT,15,91,0.4,1384.978
"red",WAIT,15,91,0.4,1437.978
"blue",WAIT,15,91,0.4,1473.162
"red",WAIT,15,91,0.4,1507.984
"red",WAIT,15,91,0.4,1541.978
"red",WAIT,15,91,0.4,1559.231
"blue",WAIT,15,91,0.4,1576.152
"blue",WAIT,15,91,0.4,1592.092
"red",WAIT,15,91,0.4,1655.978
"blue",WAIT,15,91,0.4,1688.978
"red",WAIT,15,91,0.4,1708.246
"blue",SWITCH,15,91,0.4,1787.644
"red",WAIT,15,91,0.4,1806.066
"red",WAIT,15,91,0.4,1821.078
"red",WAIT,15,91,0.4,1906.978
"red",WAIT,15,91,0.4,1924.287
"blue",WAIT,15,91,0.4,1941.978
"red",WAIT,15,91,0.4,1958.065
"red",WAIT,15,91,0.4,1992.992
"red",WAIT,15,91,0.4,2057.978
"blue",SWITCH,15,91,0.4,2080.557
"blue",WAIT,15,91,0.4,2093.139
"red",WAIT,15,91,0.4,2109.17
"red",WAIT,15,91,0.4,2122.978
"red",WAIT,15,91,0.4,2139.978
"red",WAIT,15,91,0.4,2156.216
"red",WAIT,15,91,0.4,2193.064
"blue",WAIT,15,91,0.4,2255.348
"red",WAIT,15,91,0.4,2273.978
"red",WAIT,15,91,0.4,2289.051
"red",WAIT,15,91,0.4,2307.083
"blue",WAIT,15,91,0.4,2323.978
"red",WAIT,15,91,0.4,2339.985
"red",WAIT,15,91,0.4,2414.004
"red",WAIT,15,91,0.4,2427.978
"red",WAIT,15,91,0.4,11.309
"red",WAIT,15,91,0.4,47.101
"red",WAIT,15,91,0.4,60.149
"red",WAIT,15,91,0.4,78.373
"red",WAIT,15,91,0.4,94.035
"red",WAIT,15,91,0.4,128.435
"red",WAIT,15,91,0.4,159.334
"red",WAIT,15,91,0.4,209.052
"red",WAIT,15,91,0.4,224.99
"red",WAIT,15,91,0.4,316.982
"red",WAIT,15,91,0.4,346.045
"red",WAIT,15,91,0.4,394.978
"red",WAIT,15,91,0.4,411.037
"red",WAIT,15,91,0.4,430.98
"red",WAIT,15,91,0.4,483.978
"red",WAIT,15,91,0.4,501.445
"red",WAIT,15,91,0.4,519.978
"red",WAIT,15,91,0.4,553.978
"red",WAIT,15,91,0.4,586.22
"red",WAIT,15,91,0.4,621.157
"blue",WAIT,15,91,0.4,638.168
"red",WAIT,15,91,0.4,653.978
"red",WAIT,15,91,0.4,667.978
"blue",WAIT,15,91,0.4,682.289
"red",WAIT,15,91,0.4,711.171
"red",WAIT,15,91,0.4,760.049
"blue",WAIT,15,91,0.4,778.006
"red",WAIT,15,91,0.4,792.199
"red",WAIT,15,91,0.4,806.371
"red",WAIT,15,91,0.4,824.025
"red",WAIT,15,91,0.4,880.228
"red",WAIT,15,91,0.4,909.057
"red",WAIT,15,91,0.4,937.192
"red",WAIT,15,91,0.4,1031.018
"blue",WAIT,15,91,0.4,1080.44
"red",WAIT,15,91,0.4,1098.001
"red",WAIT,15,91,0.4,1133.13
"blue",WAIT,15,91,0.4,1248.011
"blue",WAIT,15,91,0.4,1267.066
"red",WAIT,15,91,0.4,1296.412
"blue",WAIT,15,91,0.4,1316.414
"red",WAIT,15,91,0.4,1350.165
"blue",WAIT,15,91,0.4,1380.978
"blue",WAIT,15,91,0.4,1459.017
"red",WAIT,15,91,0.4,1478.637
"red",WAIT,15,91,0.4,1494.098
"red",WAIT,15,91,0.4,1512.25
"red",WAIT,15,91,0.4,1543.978
"blue",WAIT,15,91,0.4,1595.086
"red",WAIT,15,91,0.4,1612.011
"red",WAIT,15,91,0.4,1645.291
"blue",WAIT,15,91,0.4,1660.262
"red",WAIT,15,91,0.4,1678.067
"blue",WAIT,15,91,0.4,1692.045
"red",WAIT,15,91,0.4,1712.318
"red",WAIT,15,91,0.4,1746.044
"red",WAIT,15,91,0.4,1780.178
"red",WAIT,15,91,0.4,1823.978
"blue",WAIT,15,91,0.4,1837.978
"red",WAIT,15,91,0.4,1852.036
"red",WAIT,15,91,0.4,1868.038
"blue",WAIT,15,91,0.4,1917.007
"red",WAIT,15,91,0.4,1933.999
"blue",WAIT,15,91,0.4,1948.98
"red",WAIT,15,91,0.4,1965.029
"red",WAIT,15,91,0.4,1981.431
"red",WAIT,15,91,0.4,2034.186
"red",WAIT,15,91,0.4,2047.199
"red",WAIT,15,91,0.4,2095.038
"blue",WAIT,15,91,0.4,2109.978
"red",WAIT,15,91,0.4,2129.194
"red",WAIT,15,91,0.4,2159.978
"red",WAIT,15,91,0.4,2176.034
"blue",WAIT,15,91,0.4,2190.978
"blue",WAIT,15,91,0.4,2208.151
"red",WAIT,15,91,0.4,2242.402
"red",WAIT,15,91,0.4,2255.978
"red",WAIT,15,91,0.4,2300.534
"red",WAIT,15,91,0.4,2328.994
"red",WAIT,15,91,0.4,2345.978
"red",WAIT,15,91,0.4,2396.052
"red",WAIT,15,91,0.4,2431.055
"red",WAIT,15,91,0.4,10.212
"red",WAIT,15,91,0.4,41.282
"red",WAIT,15,91,0.4,59.978
"blue",WAIT,15,91,0.4,79.054
"red",WAIT,15,91,0.4,212.451
"red",WAIT,15,91,0.4,242.978
"red",WAIT,15,91,0.4,299.12
"red",WAIT,15,91,0.4,335.953
"red",WAIT,15,91,0.4,379.117
"red",WAIT,15,91,0.4,418.978
"red",WAIT,15,91,0.4,434.002
"red",WAIT,15,91,0.4,450.978
"blue",WAIT,15,91,0.4,551.256
"red",WAIT,15,91,0.4,564.978
"red",WAIT,15,91,0.4,583.985
"blue",WAIT,15,91,0.4,613.125
"red",WAIT,15,91,0.4,680.978
"red",WAIT,15,91,0.4,716.096
"red",WAIT,15,91,0.4,733.978
"red",WAIT,15,91,0.4,766.02
"red",WAIT,15,91,0.4,786.278
"red",WAIT,15,91,0.4,842.978
"blue",WAIT,15,91,0.4,859.981
"red",WAIT,15,91,0.4,913.107
"red",WAIT,15,91,0.4,932.221
"red",WAIT,15,91,0.4,946.204
"red",WAIT,15,91,0.4,1049.075
"red",WAIT,15,91,0.4,1064.073
"red",WAIT,15,91,0.4,1083.124
"red",WAIT,15,91,0.4,1100.095
"red",WAIT,15,91,0.4,1118.058
"red",WAIT,15,91,0.4,1132.085
"red",WAIT,15,91,0.4,1164.102
"red",WAIT,15,91,0.4,1179.978
"red",WAIT,15,91,0.4,1196.978
"red",WAIT,15,91,0.4,1216.153
"blue",WAIT,15,91,0.4,1242.997
"red",WAIT,15,91,0.4,1257.993
"red",WAIT,15,91,0.4,1312.015
"red",WAIT,15,91,0.4,1346.05
"red",WAIT,15,91,0.4,1362.978
"red",WAIT,15,91,0.4,1378.005
"red",WAIT,15,91,0.4,1412.12
"red",WAIT,15,91,0.4,1443.266
"red",WAIT,15,91,0.4,1458.978
"red",WAIT,15,91,0.4,1507.274
"red",WAIT,15,91,0.4,1524.104
"red",WAIT,15,91,0.4,1539.978
"blue",WAIT,15,91,0.4,1555.978
"red",WAIT,15,91,0.4,1590.12
"red",WAIT,15,91,0.4,1619.978
"red",WAIT,15,91,0.4,1636.187
"red",WAIT,15,91,0.4,1652.978
"red",WAIT,15,91,0.4,1668.978
"blue",WAIT,15,91,0.4,1684.978
"red",WAIT,15,91,0.4,1700.978
"red",WAIT,15,91,0.4,1755.308
"red",WAIT,15,91,0.4,1818.032
"blue",WAIT,15,91,0.4,1888.003
"blue",WAIT,15,91,0.4,1923.238
"red",WAIT,15,91,0.4,1943.373
"blue",WAIT,15,91,0.4,1958.222
"red",WAIT,15,91,0.4,1988.028
"red",WAIT,15,91,0.4,2005.148
"red",WAIT,15,91,0.4,2139.978
"blue",WAIT,15,91,0.4,2158.003
"red",WAIT,15,91,0.4,2174.081
