outcome,action,TPR,FPR,ANS,eventTime
"red",WAIT,10,85,0.3,1242.299
"blue",WAIT,10,85,0.3,1255.978
"red",WAIT,10,85,0.3,1270.1
"red",WAIT,10,85,0.3,1284.978
"blue",WAIT,10,85,0.3,1384.393
"red",WAIT,10,85,0.3,1401.1
"red",WAIT,10,85,0.3,1430.141
"red",WAIT,10,85,0.3,1446.048
"blue",WAIT,10,85,0.3,1511.093
"red",WAIT,10,85,0.3,1525.106
"red",WAIT,10,85,0.3,1544.012
"blue",WAIT,10,85,0.3,1558.978
"red",WAIT,10,85,0.3,1575.978
"red",WAIT,10,85,0.3,1588.978
"red",WAIT,10,85,0.3,1652.081
"red",WAIT,10,85,0.3,1686.152
"red",WAIT,10,85,0.3,1701.978
"red",WAIT,10,85,0.3,1804.016
"red",WAIT,10,85,0.3,1819.008
"red",WAIT,10,85,0.3,1872.978
"red",WAIT,10,85,0.3,1888.032
"red",WAIT,10,85,0.3,1903.157
"red",WAIT,10,85,0.3,1954.978
"red",WAIT,10,85,0.3,1996.161
"red",WAIT,10,85,0.3,2040.093
"red",WAIT,10,85,0.3,2085.978
"red",WAIT,10,85,0.3,2101.134
"red",WAIT,10,85,0.3,2134.008
"red",WAIT,10,85,0.3,2164.13
"red",WAIT,10,85,0.3,2183.978
"red",WAIT,10,85,0.3,2199.269
"blue",WAIT,10,85,0.3,2214.09
"red",WAIT,10,85,0.3,2264.978
"red",WAIT,10,85,0.3,2281.215
"red",WAIT,10,85,0.3,2299.118
"red",WAIT,10,85,0.3,2314.06
"blue",WAIT,10,85,0.3,2371.008
"red",WAIT,10,85,0.3,2423.059
"red",WAIT,10,85,0.3,2458.98
"red",WAIT,10,85,0.3,26.028
"red",WAIT,10,85,0.3,43.005
"red",WAIT,10,85,0.3,116.162
"red",WAIT,10,85,0.3,161.978
"red",WAIT,10,85,0.3,194.978
"red",WAIT,10,85,0.3,212.065
"red",WAIT,10,85,0.3,227.193
"red",WAIT,10,85,0.3,259.13
"red",WAIT,10,85,0.3,302.995
"red",WAIT,10,85,0.3,370.978
"red",WAIT,10,85,0.3,399.978
"red",WAIT,10,85,0.3,433.978
"red",WAIT,10,85,0.3,450.038
"red",WAIT,10,85,0.3,467.031
"red",WAIT,10,85,0.3,527.145
"blue",WAIT,10,85,0.3,673.022
"red",WAIT,10,85,0.3,710.978
"blue",WAIT,10,85,0.3,729.074
"red",WAIT,10,85,0.3,778.978
"red",WAIT,10,85,0.3,813.264
"red",WAIT,10,85,0.3,828.978
"red",WAIT,10,85,0.3,880.978
"red",WAIT,10,85,0.3,948.154
"red",WAIT,10,85,0.3,993.978
"red",WAIT,10,85,0.3,1010.208
"red",WAIT,10,85,0.3,1024.042
"red",WAIT,10,85,0.3,1040.978
"red",WAIT,10,85,0.3,1059.978
"red",WAIT,10,85,0.3,1077.121
"red",WAIT,10,85,0.3,1109.155
"red",WAIT,10,85,0.3,1123.978
"red",WAIT,10,85,0.3,1154.164
"red",WAIT,10,85,0.3,1201.334
"red",WAIT,10,85,0.3,1217.987
"blue",WAIT,10,85,0.3,1232.978
"blue",WAIT,10,85,0.3,1264.978
"red",WAIT,10,85,0.3,1281.128
"red",WAIT,10,85,0.3,1347.978
"blue",WAIT,10,85,0.3,1367.012
"red",WAIT,10,85,0.3,1385.978
"red",WAIT,10,85,0.3,1475.056
"blue",WAIT,10,85,0.3,1523.077
"red",WAIT,10,85,0.3,1541.978
"red",WAIT,10,85,0.3,1591.005
"red",WAIT,10,85,0.3,1606.978
"red",WAIT,10,85,0.3,1645.13
"red",WAIT,10,85,0.3,1663.978
"red",WAIT,10,85,0.3,1679.993
"red",WAIT,10,85,0.3,1693.978
"red",WAIT,10,85,0.3,1709.271
"red",WAIT,10,85,0.3,1782.164
"red",WAIT,10,85,0.3,1800.112
"red",WAIT,10,85,0.3,1834.978
"red",WAIT,10,85,0.3,1850.978
"red",WAIT,10,85,0.3,1869.095
"red",WAIT,10,85,0.3,1886.002
"red",WAIT,10,85,0.3,1953.123
"red",WAIT,10,85,0.3,1967.978
"red",WAIT,10,85,0.3,1986.284
"red",WAIT,10,85,0.3,2000.978
"red",WAIT,10,85,0.3,2032.978
"red",WAIT,10,85,0.3,2049.99
"red",WAIT,10,85,0.3,2066.978
"red",WAIT,10,85,0.3,2157.032
"red",WAIT,10,85,0.3,2174.978
"red",WAIT,10,85,0.3,2190.098
"red",WAIT,10,85,0.3,2206.985
"red",WAIT,10,85,0.3,2241.055
"red",WAIT,10,85,0.3,2260.19
"red",WAIT,10,85,0.3,2310.978
"red",WAIT,10,85,0.3,2345.152
"blue",WAIT,10,85,0.3,2388.978
"red",WAIT,10,85,0.3,2428.143
"red",WAIT,10,85,0.3,2445.978
"red",WAIT,10,85,0.3,2480.031
"blue",SWITCH,10,85,0.3,12.092
"red",WAIT,10,85,0.3,76.463
"red",WAIT,10,85,0.3,91.978
"red",WAIT,10,85,0.3,181.189
"red",WAIT,10,85,0.3,200.166
"red",WAIT,10,85,0.3,214.978
"red",WAIT,10,85,0.3,234.087
"red",WAIT,10,85,0.3,250.082
"red",WAIT,10,85,0.3,285.078
"red",WAIT,10,85,0.3,336.133
"red",WAIT,10,85,0.3,471.978
"red",WAIT,10,85,0.3,534.978
"red",WAIT,10,85,0.3,599.347
"red",WAIT,10,85,0.3,632.049
"red",WAIT,10,85,0.3,650.129
"red",WAIT,10,85,0.3,666.985
"red",WAIT,10,85,0.3,718.474
"red",WAIT,10,85,0.3,768.983
"red",WAIT,10,85,0.3,783.082
"red",WAIT,10,85,0.3,801.978
"blue",WAIT,10,85,0.3,820.978
"red",WAIT,10,85,0.3,838.173
"red",WAIT,10,85,0.3,954.978
"red",WAIT,10,85,0.3,989.978
"blue",WAIT,10,85,0.3,1024.978
"blue",WAIT,10,85,0.3,1039.978
"red",WAIT,10,85,0.3,1057.22
"blue",WAIT,10,85,0.3,1121.339
"red",WAIT,10,85,0.3,1170.473
"red",WAIT,10,85,0.3,1189.014
"red",WAIT,10,85,0.3,1209.189
"red",WAIT,10,85,0.3,1226.017
"red",WAIT,10,85,0.3,1259.339
"red",WAIT,10,85,0.3,1304.061
"red",WAIT,10,85,0.3,1318.025
"red",WAIT,10,85,0.3,1333.978
"red",WAIT,10,85,0.3,1381.234
"blue",WAIT,10,85,0.3,1397.111
"red",WAIT,10,85,0.3,1412.989
"red",WAIT,10,85,0.3,1429.061
"red",WAIT,10,85,0.3,1465.143
"red",WAIT,10,85,0.3,1483.981
"red",WAIT,10,85,0.3,1499.024
"red",WAIT,10,85,0.3,1532.978
"red",WAIT,10,85,0.3,1548.022
"red",WAIT,10,85,0.3,1576.207
"red",WAIT,10,85,0.3,1593.031
"blue",WAIT,10,85,0.3,1611.995
"red",WAIT,10,85,0.3,1626.473
"red",WAIT,10,85,0.3,1657.231
"red",WAIT,10,85,0.3,1690.019
"red",WAIT,10,85,0.3,1754.978
"red",WAIT,10,85,0.3,1770.114
"red",WAIT,10,85,0.3,1814.254
"red",WAIT,10,85,0.3,1831.192
"red",WAIT,10,85,0.3,1865.978
"red",WAIT,10,85,0.3,1908.008
"red",WAIT,10,85,0.3,1942.003
"red",WAIT,10,85,0.3,1958.978
"red",WAIT,10,85,0.3,1995.401
"red",WAIT,10,85,0.3,2034.041
"red",WAIT,10,85,0.3,2070.978
"red",WAIT,10,85,0.3,2140.986
"red",WAIT,10,85,0.3,2159.251
"red",WAIT,10,85,0.3,2175.978
"red",WAIT,10,85,0.3,2194.978
"blue",WAIT,10,85,0.3,2221.03
"red",WAIT,10,85,0.3,2235.978
"red",WAIT,10,85,0.3,2267.978
"red",WAIT,10,85,0.3,2296.332
"red",WAIT,10,85,0.3,2313.259
"blue",SWITCH,10,85,0.3,6.474
"red",WAIT,10,85,0.3,11.069
"blue",SWITCH,10,85,0.3,18.938
"blue",SWITCH,10,85,0.3,42.564
"blue",SWITCH,10,85,0.3,55.594
"red",WAIT,10,85,0.3,76.251
"red",WAIT,10,85,0.3,128.044
"red",WAIT,10,85,0.3,144.075
"red",WAIT,10,85,0.3,161.978
"red",WAIT,10,85,0.3,177.05
"red",WAIT,10,85,0.3,193.094
"red",WAIT,10,85,0.3,210.987
"red",WAIT,10,85,0.3,227.978
"red",WAIT,10,85,0.3,262.986
"red",WAIT,10,85,0.3,299.163
"red",WAIT,10,85,0.3,313.05
"red",WAIT,10,85,0.3,347.045
"blue",WAIT,10,85,0.3,436.038
"red",WAIT,10,85,0.3,450.265
"red",WAIT,10,85,0.3,469.978
"red",WAIT,10,85,0.3,485.125
"red",WAIT,10,85,0.3,501.004
"red",WAIT,10,85,0.3,521.069
"red",WAIT,10,85,0.3,550.978
"blue",WAIT,10,85,0.3,568.027
"red",WAIT,10,85,0.3,582.023
"red",WAIT,10,85,0.3,636.978
"red",WAIT,10,85,0.3,673.978
"red",WAIT,10,85,0.3,740.2
"red",WAIT,10,85,0.3,775.0
"red",WAIT,10,85,0.3,803.054
"red",WAIT,10,85,0.3,886.978
"red",WAIT,10,85,0.3,918.978
"blue",WAIT,10,85,0.3,937.076
"red",WAIT,10,85,0.3,953.978
"red",WAIT,10,85,0.3,985.292
"red",WAIT,10,85,0.3,1117.124
"red",WAIT,10,85,0.3,1150.997
"red",WAIT,10,85,0.3,1272.049
"red",WAIT,10,85,0.3,1288.169
"red",WAIT,10,85,0.3,1304.143
"red",WAIT,10,85,0.3,1359.241
"red",WAIT,10,85,0.3,1462.978
"red",WAIT,10,85,0.3,1495.141
"red",WAIT,10,85,0.3,1511.093
"blue",WAIT,10,85,0.3,1591.091
"red",WAIT,10,85,0.3,1622.267
"red",WAIT,10,85,0.3,1664.013
"red",WAIT,10,85,0.3,1682.024
"red",WAIT,10,85,0.3,1695.978
"red",WAIT,10,85,0.3,1711.265
"red",WAIT,10,85,0.3,1724.978
"red",WAIT,10,85,0.3,1742.035
"red",WAIT,10,85,0.3,1776.978
"red",WAIT,10,85,0.3,1790.978
"red",WAIT,10,85,0.3,1838.978
"red",WAIT,10,85,0.3,1874.027
"blue",WAIT,10,85,0.3,1890.092
"red",WAIT,10,85,0.3,1902.978
"red",WAIT,10,85,0.3,1917.978
"red",WAIT,10,85,0.3,1935.978
"red",WAIT,10,85,0.3,1972.151
"red",WAIT,10,85,0.3,2000.978
"blue",WAIT,10,85,0.3,2017.978
"red",WAIT,10,85,0.3,2033.978
"red",WAIT,10,85,0.3,2063.978
"red",WAIT,10,85,0.3,2098.978
"red",WAIT,10,85,0.3,2145.41
"red",WAIT,10,85,0.3,2176.978
"red",WAIT,10,85,0.3,2208.978
"red",WAIT,10,85,0.3,2259.014
"red",WAIT,10,85,0.3,2292.302
"red",WAIT,10,85,0.3,2307.128
"red",WAIT,10,85,0.3,2342.978
"red",WAIT,10,85,0.3,2375.995
"red",WAIT,10,85,0.3,2389.988
"red",WAIT,10,85,0.3,2405.07
"red",WAIT,10,85,0.3,2441.158
"red",WAIT,10,85,0.3,2455.005
"red",WAIT,10,85,0.3,2470.082
"red",WAIT,10,85,0.3,9.108
"blue",SWITCH,10,85,0.3,17.161
"red",WAIT,10,85,0.3,43.136
"red",WAIT,10,85,0.3,90.697
"red",WAIT,10,85,0.3,103.313
"red",WAIT,10,85,0.3,120.29
"red",WAIT,10,85,0.3,225.978
"red",WAIT,10,85,0.3,293.02
"red",WAIT,10,85,0.3,362.978
"red",WAIT,10,85,0.3,378.137
"red",WAIT,10,85,0.3,396.005
"red",WAIT,10,85,0.3,442.978
"red",WAIT,10,85,0.3,477.985
"red",WAIT,10,85,0.3,493.095
"red",WAIT,10,85,0.3,609.123
"red",WAIT,10,85,0.3,656.978
"red",WAIT,10,85,0.3,701.986
"blue",WAIT,10,85,0.3,721.999
"red",WAIT,10,85,0.3,737.096
"red",WAIT,10,85,0.3,785.038
"red",WAIT,10,85,0.3,800.139
"red",WAIT,10,85,0.3,817.978
"blue",WAIT,10,85,0.3,869.039
"red",WAIT,10,85,0.3,936.0
"red",WAIT,10,85,0.3,988.978
"red",WAIT,10,85,0.3,1021.998
"blue",WAIT,10,85,0.3,1038.978
"red",WAIT,10,85,0.3,1057.088
"red",WAIT,10,85,0.3,1072.033
"red",WAIT,10,85,0.3,1118.978
"red",WAIT,10,85,0.3,1149.233
"red",WAIT,10,85,0.3,1166.027
"blue",WAIT,10,85,0.3,1213.978
"blue",WAIT,10,85,0.3,1261.978
"red",WAIT,10,85,0.3,1325.009
"red",WAIT,10,85,0.3,1391.134
"red",WAIT,10,85,0.3,1543.978
"red",WAIT,10,85,0.3,1560.989
"red",WAIT,10,85,0.3,1573.978
"red",WAIT,10,85,0.3,1589.978
"red",WAIT,10,85,0.3,1638.978
"red",WAIT,10,85,0.3,1658.142
"red",WAIT,10,85,0.3,1673.243
"red",WAIT,10,85,0.3,1788.176
"red",WAIT,10,85,0.3,1804.155
"red",WAIT,10,85,0.3,1818.978
"red",WAIT,10,85,0.3,1833.045
"red",WAIT,10,85,0.3,1867.978
"red",WAIT,10,85,0.3,1887.99
"red",WAIT,10,85,0.3,1921.247
"red",WAIT,10,85,0.3,1936.978
"red",WAIT,10,85,0.3,1953.243
"red",WAIT,10,85,0.3,2002.03
"red",WAIT,10,85,0.3,2033.978
"red",WAIT,10,85,0.3,2048.985
"red",WAIT,10,85,0.3,2082.004
"red",WAIT,10,85,0.3,2127.978
"blue",WAIT,10,85,0.3,2143.155
"red",WAIT,10,85,0.3,2230.978
"red",WAIT,10,85,0.3,2281.978
"red",WAIT,10,85,0.3,2312.014
"red",WAIT,10,85,0.3,2345.978
"red",WAIT,10,85,0.3,2365.114
"red",WAIT,10,85,0.3,2382.006
"red",WAIT,10,85,0.3,2399.012
"blue",WAIT,10,85,0.3,2415.146
"red",WAIT,10,85,0.3,2445.207
"blue",SWITCH,10,85,0.3,7.333
"red",WAIT,10,85,0.3,10.953
"red",WAIT,10,85,0.3,83.978
"red",WAIT,10,85,0.3,173.054
"red",WAIT,10,85,0.3,190.978
"red",WAIT,10,85,0.3,208.163
"red",WAIT,10,85,0.3,224.978
"red",WAIT,10,85,0.3,242.115
"red",WAIT,10,85,0.3,261.355
"red",WAIT,10,85,0.3,310.199
"red",WAIT,10,85,0.3,363.085
"red",WAIT,10,85,0.3,433.032
"red",WAIT,10,85,0.3,445.978
"red",WAIT,10,85,0.3,463.978
"red",WAIT,10,85,0.3,518.978
"red",WAIT,10,85,0.3,570.125
"red",WAIT,10,85,0.3,598.024
"red",WAIT,10,85,0.3,664.978
"red",WAIT,10,85,0.3,684.143
"red",WAIT,10,85,0.3,703.1
"red",WAIT,10,85,0.3,735.993
"red",WAIT,10,85,0.3,755.028
"red",WAIT,10,85,0.3,785.978
"red",WAIT,10,85,0.3,803.25
"red",WAIT,10,85,0.3,821.255
"red",WAIT,10,85,0.3,837.978
"red",WAIT,10,85,0.3,853.978
"red",WAIT,10,85,0.3,867.163
"red",WAIT,10,85,0.3,897.229
"red",WAIT,10,85,0.3,944.099
"blue",WAIT,10,85,0.3,964.231
"red",WAIT,10,85,0.3,1013.978
"red",WAIT,10,85,0.3,1028.065
"red",WAIT,10,85,0.3,1077.073
"red",WAIT,10,85,0.3,1127.047
"red",WAIT,10,85,0.3,1163.338
"red",WAIT,10,85,0.3,1248.984
"red",WAIT,10,85,0.3,1284.978
"red",WAIT,10,85,0.3,1350.12
"red",WAIT,10,85,0.3,1365.978
"red",WAIT,10,85,0.3,1400.98
"red",WAIT,10,85,0.3,1416.212
"red",WAIT,10,85,0.3,1448.978
"red",WAIT,10,85,0.3,1494.217
"blue",WAIT,10,85,0.3,1511.144
"red",WAIT,10,85,0.3,1578.135
"blue",WAIT,10,85,0.3,1610.14
"red",WAIT,10,85,0.3,1627.032
"red",WAIT,10,85,0.3,1641.978
"red",WAIT,10,85,0.3,1690.997
"red",WAIT,10,85,0.3,1710.085
"blue",WAIT,10,85,0.3,1742.294
"red",WAIT,10,85,0.3,1754.978
"blue",WAIT,10,85,0.3,1773.978
"red",WAIT,10,85,0.3,1810.988
"red",WAIT,10,85,0.3,1893.027
"red",WAIT,10,85,0.3,1941.409
"red",WAIT,10,85,0.3,1991.1
"red",WAIT,10,85,0.3,2025.991
"red",WAIT,10,85,0.3,2042.978
"red",WAIT,10,85,0.3,2074.983
"blue",WAIT,10,85,0.3,2105.978
"red",WAIT,10,85,0.3,2156.992
"red",WAIT,10,85,0.3,2193.978
"red",WAIT,10,85,0.3,2208.978
"red",WAIT,10,85,0.3,2224.034
"red",WAIT,10,85,0.3,2271.023
"red",WAIT,10,85,0.3,2302.071
"red",WAIT,10,85,0.3,2316.978
"red",WAIT,10,85,0.3,2331.978
"red",WAIT,10,85,0.3,2365.022
"red",WAIT,10,85,0.3,2378.978
"red",WAIT,10,85,0.3,2397.324
"red",WAIT,10,85,0.3,2427.978
"red",WAIT,10,85,0.3,2459.159
"blue",SWITCH,10,85,0.3,7.37
"red",WAIT,10,85,0.3,21.174
"red",WAIT,10,85,0.3,52.978
"red",WAIT,10,85,0.3,72.035
"red",WAIT,10,85,0.3,107.028
"red",WAIT,10,85,0.3,133.041
"red",WAIT,10,85,0.3,167.033
"red",WAIT,10,85,0.3,202.832
"red",WAIT,10,85,0.3,219.106
"blue",WAIT,10,85,0.3,264.978
"red",WAIT,10,85,0.3,300.211
"red",WAIT,10,85,0.3,332.063
"red",WAIT,10,85,0.3,348.978
"red",WAIT,10,85,0.3,381.24
"red",WAIT,10,85,0.3,398.978
"red",WAIT,10,85,0.3,446.084
"red",WAIT,10,85,0.3,460.978
"red",WAIT,10,85,0.3,477.046
"blue",WAIT,10,85,0.3,510.978
"red",WAIT,10,85,0.3,530.978
"red",WAIT,10,85,0.3,547.421
"red",WAIT,10,85,0.3,575.075
"red",WAIT,10,85,0.3,610.978
"red",WAIT,10,85,0.3,628.978
"red",WAIT,10,85,0.3,645.086
"red",WAIT,10,85,0.3,681.268
"red",WAIT,10,85,0.3,748.978
"red",WAIT,10,85,0.3,810.607
"red",WAIT,10,85,0.3,844.191
"red",WAIT,10,85,0.3,877.035
"red",WAIT,10,85,0.3,923.978
"red",WAIT,10,85,0.3,959.216
"red",WAIT,10,85,0.3,1022.978
"red",WAIT,10,85,0.3,1036.154
"blue",WAIT,10,85,0.3,1049.978
"red",WAIT,10,85,0.3,1065.978
"red",WAIT,10,85,0.3,1127.978
"red",WAIT,10,85,0.3,1199.167
"red",WAIT,10,85,0.3,1345.978
"red",WAIT,10,85,0.3,1362.978
"blue",WAIT,10,85,0.3,1394.185
"red",WAIT,10,85,0.3,1409.978
"red",WAIT,10,85,0.3,1430.04
"red",WAIT,10,85,0.3,1462.218
"red",WAIT,10,85,0.3,1495.978
"red",WAIT,10,85,0.3,1511.02
"red",WAIT,10,85,0.3,1527.041
"red",WAIT,10,85,0.3,1561.978
"red",WAIT,10,85,0.3,1611.047
"red",WAIT,10,85,0.3,1624.187
"red",WAIT,10,85,0.3,1657.273
"red",WAIT,10,85,0.3,1688.024
"red",WAIT,10,85,0.3,1707.978
"red",WAIT,10,85,0.3,1724.999
"red",WAIT,10,85,0.3,1789.978
"blue",WAIT,10,85,0.3,1803.978
"red",WAIT,10,85,0.3,1835.978
"red",WAIT,10,85,0.3,1918.255
"red",WAIT,10,85,0.3,1936.117
"red",WAIT,10,85,0.3,1951.037
"red",WAIT,10,85,0.3,2001.978
"red",WAIT,10,85,0.3,2092.312
"red",WAIT,10,85,0.3,2108.978
"red",WAIT,10,85,0.3,2126.178
"red",WAIT,10,85,0.3,2269.998
"red",WAIT,10,85,0.3,2287.306
"red",WAIT,10,85,0.3,2319.201
"red",WAIT,10,85,0.3,2337.076
"red",WAIT,10,85,0.3,2386.007
"red",WAIT,10,85,0.3,2435.141
"blue",SWITCH,10,85,0.4,5.773
"red",WAIT,10,85,0.4,28.978
"red",WAIT,10,85,0.4,47.978
"red",WAIT,10,85,0.4,84.036
"red",WAIT,10,85,0.4,122.077
"red",WAIT,10,85,0.4,201.105
"red",WAIT,10,85,0.4,217.009
"red",WAIT,10,85,0.4,253.009
"red",WAIT,10,85,0.4,286.978
"red",WAIT,10,85,0.4,304.052
"red",WAIT,10,85,0.4,336.005
"red",WAIT,10,85,0.4,388.107
"red",WAIT,10,85,0.4,500.038
"red",WAIT,10,85,0.4,517.978
"red",WAIT,10,85,0.4,552.094
"red",WAIT,10,85,0.4,571.018
"red",WAIT,10,85,0.4,588.978
"red",WAIT,10,85,0.4,644.978
"red",WAIT,10,85,0.4,659.042
"red",WAIT,10,85,0.4,730.097
"red",WAIT,10,85,0.4,763.023
"red",WAIT,10,85,0.4,777.084
"red",WAIT,10,85,0.4,805.175
"blue",WAIT,10,85,0.4,819.978
"red",WAIT,10,85,0.4,854.034
"red",WAIT,10,85,0.4,919.049
"red",WAIT,10,85,0.4,938.157
"red",WAIT,10,85,0.4,956.02
"red",WAIT,10,85,0.4,976.074
"red",WAIT,10,85,0.4,1093.978
"red",WAIT,10,85,0.4,1110.142
"red",WAIT,10,85,0.4,1145.978
"red",WAIT,10,85,0.4,1190.038
"red",WAIT,10,85,0.4,1206.126
"blue",WAIT,10,85,0.4,1222.317
"red",WAIT,10,85,0.4,1240.05
"red",WAIT,10,85,0.4,1256.989
"red",WAIT,10,85,0.4,1274.142
"red",WAIT,10,85,0.4,1291.176
"red",WAIT,10,85,0.4,1308.253
"red",WAIT,10,85,0.4,1324.022
"red",WAIT,10,85,0.4,1387.015
"red",WAIT,10,85,0.4,1399.978
"red",WAIT,10,85,0.4,1452.203
"red",WAIT,10,85,0.4,1467.061
"red",WAIT,10,85,0.4,1518.978
"red",WAIT,10,85,0.4,1534.104
"red",WAIT,10,85,0.4,1546.978
"red",WAIT,10,85,0.4,1577.998
"red",WAIT,10,85,0.4,1611.159
"red",WAIT,10,85,0.4,1661.233
"red",WAIT,10,85,0.4,1677.346
"blue",WAIT,10,85,0.4,1707.262
"red",WAIT,10,85,0.4,1745.124
"red",WAIT,10,85,0.4,1761.046
"red",WAIT,10,85,0.4,1830.034
"blue",WAIT,10,85,0.4,1861.46
"red",WAIT,10,85,0.4,1896.146
"red",WAIT,10,85,0.4,1911.066
"red",WAIT,10,85,0.4,1928.978
"red",WAIT,10,85,0.4,1943.978
"red",WAIT,10,85,0.4,1978.057
"red",WAIT,10,85,0.4,2106.978
"red",WAIT,10,85,0.4,2120.978
"red",WAIT,10,85,0.4,2181.978
"red",WAIT,10,85,0.4,2197.978
"blue",WAIT,10,85,0.4,2335.981
"red",WAIT,10,85,0.4,2369.182
"red",WAIT,10,85,0.4,2385.978
"red",WAIT,10,85,0.4,2416.978
"blue",WAIT,10,85,0.4,2482.235
"blue",SWITCH,10,85,0.4,9.973
"blue",SWITCH,10,85,0.4,32.851
"blue",WAIT,10,85,0.4,138.978
"blue",SWITCH,10,85,0.4,185.762
"red",WAIT,10,85,0.4,193.998
"blue",WAIT,10,85,0.4,211.978
"blue",SWITCH,10,85,0.4,224.857
"blue",WAIT,10,85,0.4,278.018
"red",WAIT,10,85,0.4,343.191
"red",WAIT,10,85,0.4,356.048
"red",WAIT,10,85,0.4,371.028
"red",WAIT,10,85,0.4,402.987
"red",WAIT,10,85,0.4,419.978
"blue",WAIT,10,85,0.4,438.978
"red",WAIT,10,85,0.4,455.978
"red",WAIT,10,85,0.4,503.151
"red",WAIT,10,85,0.4,557.592
"red",WAIT,10,85,0.4,604.137
"red",WAIT,10,85,0.4,673.164
"red",WAIT,10,85,0.4,689.204
"red",WAIT,10,85,0.4,704.136
"red",WAIT,10,85,0.4,720.283
"red",WAIT,10,85,0.4,770.978
"blue",WAIT,10,85,0.4,786.978
"blue",WAIT,10,85,0.4,803.978
"red",WAIT,10,85,0.4,820.035
"red",WAIT,10,85,0.4,853.081
"red",WAIT,10,85,0.4,887.983
"red",WAIT,10,85,0.4,935.114
"red",WAIT,10,85,0.4,1048.121
"red",WAIT,10,85,0.4,1083.017
"red",WAIT,10,85,0.4,1117.981
"red",WAIT,10,85,0.4,1136.978
"red",WAIT,10,85,0.4,1201.282
"red",WAIT,10,85,0.4,1219.978
"blue",WAIT,10,85,0.4,1236.284
"red",WAIT,10,85,0.4,1251.051
"red",WAIT,10,85,0.4,1327.989
"red",WAIT,10,85,0.4,1347.121
"red",WAIT,10,85,0.4,1384.978
"red",WAIT,10,85,0.4,1437.275
"red",WAIT,10,85,0.4,1487.132
"blue",WAIT,10,85,0.4,1520.979
"red",WAIT,10,85,0.4,1550.315
"red",WAIT,10,85,0.4,1631.053
"red",WAIT,10,85,0.4,1649.181
"blue",WAIT,10,85,0.4,1668.978
"blue",WAIT,10,85,0.4,1682.998
"red",WAIT,10,85,0.4,1700.136
"red",WAIT,10,85,0.4,1732.256
"red",WAIT,10,85,0.4,1749.051
"red",WAIT,10,85,0.4,1764.042
"red",WAIT,10,85,0.4,1814.084
"red",WAIT,10,85,0.4,1908.027
"red",WAIT,10,85,0.4,1956.091
"red",WAIT,10,85,0.4,2091.037
"red",WAIT,10,85,0.4,2120.978
"red",WAIT,10,85,0.4,2138.978
"red",WAIT,10,85,0.4,2152.978
"red",WAIT,10,85,0.4,2191.014
"red",WAIT,10,85,0.4,2205.99
"blue",WAIT,10,85,0.4,2222.137
"red",WAIT,10,85,0.4,2255.033
"red",WAIT,10,85,0.4,2286.274
"red",WAIT,10,85,0.4,2301.159
"red",WAIT,10,85,0.4,2320.104
"red",WAIT,10,85,0.4,2334.978
"red",WAIT,10,85,0.4,2387.978
"red",WAIT,10,85,0.4,2403.089
"red",WAIT,10,85,0.4,2436.978
"red",WAIT,10,85,0.4,2449.978
"red",WAIT,10,85,0.4,2467.15
"red",WAIT,10,85,0.4,117.837
"red",WAIT,10,85,0.4,125.978
"red",WAIT,10,85,0.4,187.225
"red",WAIT,10,85,0.4,203.156
"red",WAIT,10,85,0.4,234.293
"blue",WAIT,10,85,0.4,273.456
"blue",SWITCH,10,85,0.4,287.228
"red",WAIT,10,85,0.4,320.131
"blue",WAIT,10,85,0.4,389.185
"red",WAIT,10,85,0.4,438.077
"red",WAIT,10,85,0.4,455.118
"red",WAIT,10,85,0.4,467.978
"red",WAIT,10,85,0.4,519.671
"red",WAIT,10,85,0.4,534.099
"red",WAIT,10,85,0.4,570.882
"red",WAIT,10,85,0.4,618.068
"red",WAIT,10,85,0.4,652.978
"red",WAIT,10,85,0.4,671.043
"red",WAIT,10,85,0.4,686.978
"red",WAIT,10,85,0.4,704.978
"red",WAIT,10,85,0.4,722.978
"red",WAIT,10,85,0.4,760.292
"blue",WAIT,10,85,0.4,776.978
"blue",WAIT,10,85,0.4,792.369
"red",WAIT,10,85,0.4,806.095
"red",WAIT,10,85,0.4,822.978
"red",WAIT,10,85,0.4,840.07
"red",WAIT,10,85,0.4,904.978
"blue",WAIT,10,85,0.4,920.978
"red",WAIT,10,85,0.4,981.144
"red",WAIT,10,85,0.4,1066.079
"red",WAIT,10,85,0.4,1096.978
"red",WAIT,10,85,0.4,1130.377
"red",WAIT,10,85,0.4,1186.14
"blue",WAIT,10,85,0.4,1202.052
"red",WAIT,10,85,0.4,1221.137
"blue",WAIT,10,85,0.4,1237.015
"red",WAIT,10,85,0.4,1270.978
"red",WAIT,10,85,0.4,1323.001
"red",WAIT,10,85,0.4,1338.091
"blue",WAIT,10,85,0.4,1376.273
"red",WAIT,10,85,0.4,1392.987
"red",WAIT,10,85,0.4,1411.978
"red",WAIT,10,85,0.4,1427.088
"red",WAIT,10,85,0.4,1460.119
"red",WAIT,10,85,0.4,1503.076
"red",WAIT,10,85,0.4,1516.173
"red",WAIT,10,85,0.4,1560.978
"red",WAIT,10,85,0.4,1576.451
"red",WAIT,10,85,0.4,1596.169
"red",WAIT,10,85,0.4,1645.244
"red",WAIT,10,85,0.4,1694.232
"red",WAIT,10,85,0.4,1707.979
